	alias.number	alias	target.number	target	name	description	namespace
19480	3150	ENTREZGENE_ACC:91409	3150.1	ENSG00000152076	CCDC74B	coiled-coil domain containing 74B [Source:HGNC Symbol;Acc:HGNC:25267]	ENTREZGENE
19481	13099	ENTREZGENE_ACC:9141	13099.1	ENSG00000105185	PDCD5	programmed cell death 5 [Source:HGNC Symbol;Acc:HGNC:8764]	ENTREZGENE
19482	19662	ENTREZGENE_ACC:91419	19662.1	ENSG00000166896	XRCC6BP1	XRCC6 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29452]	ENTREZGENE
19483	4466	ENTREZGENE_ACC:9142	4466.1	ENSG00000221870	TMEM257	transmembrane protein 257 [Source:HGNC Symbol;Acc:HGNC:2562]	ENTREZGENE
19484	17526	ENTREZGENE_ACC:9143	17526.1	ENSG00000127561	SYNGR3	synaptogyrin 3 [Source:HGNC Symbol;Acc:HGNC:11501]	ENTREZGENE
19485	14755	ENTREZGENE_ACC:91433	14755.1	ENSG00000166965	RCCD1	RCC1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30457]	ENTREZGENE
19486	17525	ENTREZGENE_ACC:9144	17525.1	ENSG00000108639	SYNGR2	synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]	ENTREZGENE
19487	2071	ENTREZGENE_ACC:91442	2071.1	ENSG00000131944	FAAP24	Fanconi anemia core complex associated protein 24 [Source:HGNC Symbol;Acc:HGNC:28467]	ENTREZGENE
19488	15060	ENTREZGENE_ACC:91445	15060.1	ENSG00000138942	RNF185	ring finger protein 185 [Source:HGNC Symbol;Acc:HGNC:26783]	ENTREZGENE
19489	17524	ENTREZGENE_ACC:9145	17524.1	ENSG00000100321	SYNGR1	synaptogyrin 1 [Source:HGNC Symbol;Acc:HGNC:11498]	ENTREZGENE
19490	10159	ENTREZGENE_ACC:91450	10159.1	N/A	N/A	N/A	N/A
19491	133	ENTREZGENE_ACC:91452	133.1	ENSG00000107897	ACBD5	acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]	ENTREZGENE
19492	7756	ENTREZGENE_ACC:9146	7756.1	ENSG00000185359	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]	ENTREZGENE
19493	13462	ENTREZGENE_ACC:91461	13462.1	ENSG00000162878	PKDCC	protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:25123]	ENTREZGENE
19494	8588	ENTREZGENE_ACC:91464	8588.1	ENSG00000175329	ISX	intestine-specific homeobox [Source:HGNC Symbol;Acc:HGNC:28084]	ENTREZGENE
19495	15622	ENTREZGENE_ACC:9147	15622.1	ENSG00000165525	NEMF	nuclear export mediator factor [Source:HGNC Symbol;Acc:HGNC:10663]	ENTREZGENE
19496	11769	ENTREZGENE_ACC:9148	11769.1	ENSG00000107954	NEURL1	neuralized E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:7761]	ENTREZGENE
19497	5283	ENTREZGENE_ACC:9149	5283.1	ENSG00000105204	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B [Source:HGNC Symbol;Acc:HGNC:3092]	ENTREZGENE
19498	3319	ENTREZGENE_ACC:915	3319.1	ENSG00000167286	CD3D	CD3d molecule, delta (CD3-TCR complex) [Source:HGNC Symbol;Acc:HGNC:1673]	ENTREZGENE
19499	4363	ENTREZGENE_ACC:9150	4363.1	ENSG00000060069	CTDP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 [Source:HGNC Symbol;Acc:HGNC:2498]	ENTREZGENE
19500	16376	ENTREZGENE_ACC:9152	16376.1	ENSG00000165970	SLC6A5	solute carrier family 6 (neurotransmitter transporter), member 5 [Source:HGNC Symbol;Acc:HGNC:11051]	ENTREZGENE
19501	4018	ENTREZGENE_ACC:91522	4018.1	ENSG00000050767	COL23A1	collagen, type XXIII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:22990]	ENTREZGENE
19502	5851	ENTREZGENE_ACC:91523	5851.1	ENSG00000179715	PCED1B	PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]	ENTREZGENE
19503	695	ENTREZGENE_ACC:91526	695.1	ENSG00000065413	ANKRD44	ankyrin repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:25259]	ENTREZGENE
19504	16219	ENTREZGENE_ACC:9153	16219.1	ENSG00000137860	SLC28A2	solute carrier family 28 (concentrative nucleoside transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:11002]	ENTREZGENE
19505	16218	ENTREZGENE_ACC:9154	16218.1	ENSG00000156222	SLC28A1	solute carrier family 28 (concentrative nucleoside transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:11001]	ENTREZGENE
19506	15329	ENTREZGENE_ACC:91543	15329.1	ENSG00000134321	RSAD2	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]	ENTREZGENE
19507	19081	ENTREZGENE_ACC:91544	19081.1	ENSG00000158062	UBXN11	UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]	ENTREZGENE
19508	5743	ENTREZGENE_ACC:9156	5743.1	ENSG00000174371	EXO1	exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]	ENTREZGENE
19509	1797	ENTREZGENE_ACC:91574	1797.1	ENSG00000130921	C12ORF65	chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:26784]	ENTREZGENE
19510	6398	ENTREZGENE_ACC:9158	6398.1	ENSG00000172500	FIBP	fibroblast growth factor (acidic) intracellular binding protein [Source:HGNC Symbol;Acc:HGNC:3705]	ENTREZGENE
19511	15254	ENTREZGENE_ACC:91582	15254.1	ENSG00000187051	RPS19BP1	ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28749]	ENTREZGENE
19512	13618	ENTREZGENE_ACC:91584	13618.1	ENSG00000221866	PLXNA4	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]	ENTREZGENE
19513	13082	ENTREZGENE_ACC:9159	13082.1	ENSG00000160613	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:HGNC:8748]	ENTREZGENE
19514	3321	ENTREZGENE_ACC:916	3321.1	ENSG00000198851	CD3E	CD3e molecule, epsilon (CD3-TCR complex) [Source:HGNC Symbol;Acc:HGNC:1674]	ENTREZGENE
19515	20416	ENTREZGENE_ACC:91603	20416.1	ENSG00000198783	ZNF830	zinc finger protein 830 [Source:HGNC Symbol;Acc:HGNC:28291]	ENTREZGENE
19516	16425	ENTREZGENE_ACC:91607	16425.1	ENSG00000172716	SLFN11	schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633]	ENTREZGENE
19517	14649	ENTREZGENE_ACC:91608	14649.1	ENSG00000270885	RASL10B	RAS-like, family 10, member B [Source:HGNC Symbol;Acc:HGNC:30295]	ENTREZGENE
19518	3743	ENTREZGENE_ACC:91612	3743.1	ENSG00000258289	CHURC1	churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]	ENTREZGENE
19519	4833	ENTREZGENE_ACC:91614	4833.1	ENSG00000121690	DEPDC7	DEP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:29899]	ENTREZGENE
19520	4864	ENTREZGENE_ACC:9162	4864.1	ENSG00000157680	DGKI	diacylglycerol kinase, iota [Source:HGNC Symbol;Acc:HGNC:2855]	ENTREZGENE
19521	11777	ENTREZGENE_ACC:91624	11777.1	ENSG00000162614	NEXN	nexilin (F actin binding protein) [Source:HGNC Symbol;Acc:HGNC:29557]	ENTREZGENE
19522	17816	ENTREZGENE_ACC:91646	17816.1	ENSG00000173809	TDRD12	tudor domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25044]	ENTREZGENE
19523	1247	ENTREZGENE_ACC:91647	1247.1	ENSG00000171953	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:18802]	ENTREZGENE
19524	1539	ENTREZGENE_ACC:91653	1539.1	ENSG00000144857	BOC	BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]	ENTREZGENE
19525	5307	ENTREZGENE_ACC:9166	5307.1	ENSG00000147654	EBAG9	estrogen receptor binding site associated, antigen, 9 [Source:HGNC Symbol;Acc:HGNC:3123]	ENTREZGENE
19526	20367	ENTREZGENE_ACC:91661	20367.1	ENSG00000196417	ZNF765	zinc finger protein 765 [Source:HGNC Symbol;Acc:HGNC:25092]	ENTREZGENE
19527	11900	ENTREZGENE_ACC:91662	11900.1	ENSG00000142405	NLRP12	NLR family, pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938]	ENTREZGENE
19528	11356	ENTREZGENE_ACC:91663	11356.1	ENSG00000179820	MYADM	myeloid-associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]	ENTREZGENE
19529	20427	ENTREZGENE_ACC:91664	20427.1	ENSG00000213799	ZNF845	zinc finger protein 845 [Source:HGNC Symbol;Acc:HGNC:25112]	ENTREZGENE
19530	4117	ENTREZGENE_ACC:9167	4117.1	ENSG00000115944	COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like [Source:HGNC Symbol;Acc:HGNC:2289]	ENTREZGENE
19531	18360	ENTREZGENE_ACC:9168	18360.1	ENSG00000034510	TMSB10	thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]	ENTREZGENE
19532	17544	ENTREZGENE_ACC:91683	17544.1	ENSG00000173227	SYT12	synaptotagmin XII [Source:HGNC Symbol;Acc:HGNC:18381]	ENTREZGENE
19533	3556	ENTREZGENE_ACC:91687	3556.1	ENSG00000120334	CENPL	centromere protein L [Source:HGNC Symbol;Acc:HGNC:17879]	ENTREZGENE
19534	2345	ENTREZGENE_ACC:91689	2345.1	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate-rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]	ENTREZGENE
19535	15853	ENTREZGENE_ACC:9169	15853.1	ENSG00000139218	SCAF11	SR-related CTD-associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]	ENTREZGENE
19536	10172	ENTREZGENE_ACC:91694	10172.1	ENSG00000154359	LONRF1	LON peptidase N-terminal domain and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:26302]	ENTREZGENE
19537	15323	ENTREZGENE_ACC:91695	15323.1	ENSG00000182841	RRP7BP	ribosomal RNA processing 7 homolog B, pseudogene [Source:HGNC Symbol;Acc:HGNC:30454]	ENTREZGENE
19538	3322	ENTREZGENE_ACC:917	3322.1	ENSG00000160654	CD3G	CD3g molecule, gamma (CD3-TCR complex) [Source:HGNC Symbol;Acc:HGNC:1675]	ENTREZGENE
19539	10184	ENTREZGENE_ACC:9170	10184.1	ENSG00000064547	LPAR2	lysophosphatidic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:3168]	ENTREZGENE
19540	235	ENTREZGENE_ACC:91703	235.1	ENSG00000132744	ACY3	aminoacylase 3 [Source:HGNC Symbol;Acc:HGNC:24104]	ENTREZGENE
19541	11445	ENTREZGENE_ACC:9172	11445.1	ENSG00000036448	MYOM2	myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]	ENTREZGENE
19542	8377	ENTREZGENE_ACC:9173	8377.1	ENSG00000115602	IL1RL1	interleukin 1 receptor-like 1 [Source:HGNC Symbol;Acc:HGNC:5998]	ENTREZGENE
19543	8211	ENTREZGENE_ACC:91734	8211.1	ENSG00000148377	IDI2	isopentenyl-diphosphate delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:23487]	ENTREZGENE
19544	19701	ENTREZGENE_ACC:91746	19701.1	ENSG00000083896	YTHDC1	YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]	ENTREZGENE
19545	1878	ENTREZGENE_ACC:91748	1878.1	ENSG00000156030	ELMSAN1	ELM2 and Myb/SANT-like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19853]	ENTREZGENE
19546	9002	ENTREZGENE_ACC:91749	9002.1	ENSG00000173214	KIAA1919	KIAA1919 [Source:HGNC Symbol;Acc:HGNC:21053]	ENTREZGENE
19547	10541	ENTREZGENE_ACC:9175	10541.1	ENSG00000073803	MAP3K13	mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852]	ENTREZGENE
19548	9568	ENTREZGENE_ACC:91750	9568.1	ENSG00000205659	LIN52	lin-52 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:19856]	ENTREZGENE
19549	20400	ENTREZGENE_ACC:91752	20400.1	ENSG00000170396	ZNF804A	zinc finger protein 804A [Source:HGNC Symbol;Acc:HGNC:21711]	ENTREZGENE
19550	11751	ENTREZGENE_ACC:91754	11751.1	ENSG00000119638	NEK9	NIMA-related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]	ENTREZGENE
19551	2821	ENTREZGENE_ACC:91768	2821.1	ENSG00000134508	CABLES1	Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:HGNC:25097]	ENTREZGENE
19552	8151	ENTREZGENE_ACC:9177	8151.1	ENSG00000149305	HTR3B	5-hydroxytryptamine (serotonin) receptor 3B, ionotropic [Source:HGNC Symbol;Acc:HGNC:5298]	ENTREZGENE
19553	6075	ENTREZGENE_ACC:91775	6075.1	ENSG00000144815	NXPE3	neurexophilin and PC-esterase domain family, member 3 [Source:HGNC Symbol;Acc:HGNC:28238]	ENTREZGENE
19554	3686	ENTREZGENE_ACC:91782	3686.1	ENSG00000147457	CHMP7	charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439]	ENTREZGENE
19555	783	ENTREZGENE_ACC:9179	783.1	ENSG00000221838	AP4M1	adaptor-related protein complex 4, mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:574]	ENTREZGENE
19556	12741	ENTREZGENE_ACC:9180	12741.1	ENSG00000145623	OSMR	oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]	ENTREZGENE
19557	549	ENTREZGENE_ACC:91801	549.1	ENSG00000137760	ALKBH8	alkB homolog 8, tRNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:25189]	ENTREZGENE
19558	11409	ENTREZGENE_ACC:91807	11409.1	ENSG00000140795	MYLK3	myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826]	ENTREZGENE
19559	939	ENTREZGENE_ACC:9181	939.1	ENSG00000116584	ARHGEF2	Rho/Rac guanine nucleotide exchange factor (GEF) 2 [Source:HGNC Symbol;Acc:HGNC:682]	ENTREZGENE
19560	14662	ENTREZGENE_ACC:9182	14662.1	ENSG00000198774	RASSF9	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9 [Source:HGNC Symbol;Acc:HGNC:15739]	ENTREZGENE
19561	1889	ENTREZGENE_ACC:91828	1889.1	ENSG00000205436	EXOC3L4	exocyst complex component 3-like 4 [Source:HGNC Symbol;Acc:HGNC:20120]	ENTREZGENE
19562	20490	ENTREZGENE_ACC:9183	20490.1	ENSG00000086827	ZW10	zw10 kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13194]	ENTREZGENE
19563	19476	ENTREZGENE_ACC:91833	19476.1	ENSG00000140153	WDR20	WD repeat domain 20 [Source:HGNC Symbol;Acc:HGNC:19667]	ENTREZGENE
19564	1641	ENTREZGENE_ACC:9184	1641.1	ENSG00000154473	BUB3	BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]	ENTREZGENE
19565	14810	ENTREZGENE_ACC:9185	14810.1	ENSG00000169891	REPS2	RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]	ENTREZGENE
19566	3698	ENTREZGENE_ACC:91851	3698.1	ENSG00000101938	CHRDL1	chordin-like 1 [Source:HGNC Symbol;Acc:HGNC:29861]	ENTREZGENE
19567	2881	ENTREZGENE_ACC:91860	2881.1	ENSG00000129007	CALML4	calmodulin-like 4 [Source:HGNC Symbol;Acc:HGNC:18445]	ENTREZGENE
19568	10615	ENTREZGENE_ACC:91862	10615.1	ENSG00000140832	MARVELD3	MARVEL domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30525]	ENTREZGENE
19569	14843	ENTREZGENE_ACC:91869	14843.1	ENSG00000163933	RFT1	RFT1 homolog [Source:HGNC Symbol;Acc:HGNC:30220]	ENTREZGENE
19570	16152	ENTREZGENE_ACC:9187	16152.1	ENSG00000074621	SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:HGNC:10975]	ENTREZGENE
19571	18845	ENTREZGENE_ACC:91875	18845.1	ENSG00000136319	TTC5	tetratricopeptide repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:19274]	ENTREZGENE
19572	4735	ENTREZGENE_ACC:9188	4735.1	ENSG00000165732	DDX21	DEAD (Asp-Glu-Ala-Asp) box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]	ENTREZGENE
19573	19723	ENTREZGENE_ACC:9189	19723.1	ENSG00000214717	ZBED1	zinc finger, BED-type containing 1 [Source:HGNC Symbol;Acc:HGNC:447]	ENTREZGENE
19574	6316	ENTREZGENE_ACC:91893	6316.1	ENSG00000255561	FDXACB1	ferredoxin-fold anticodon binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25110]	ENTREZGENE
19575	1729	ENTREZGENE_ACC:91894	1729.1	ENSG00000149300	C11ORF52	chromosome 11 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:30531]	ENTREZGENE
19576	3295	ENTREZGENE_ACC:919	3295.1	ENSG00000198821	CD247	CD247 molecule [Source:HGNC Symbol;Acc:HGNC:1677]	ENTREZGENE
19577	4771	ENTREZGENE_ACC:9191	4771.1	ENSG00000158796	DEDD	death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]	ENTREZGENE
19578	17996	ENTREZGENE_ACC:91937	17996.1	ENSG00000145850	TIMD4	T-cell immunoglobulin and mucin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25132]	ENTREZGENE
19579	16099	ENTREZGENE_ACC:9194	16099.1	ENSG00000118596	SLC16A7	solute carrier family 16 (monocarboxylate transporter), member 7 [Source:HGNC Symbol;Acc:HGNC:10928]	ENTREZGENE
19580	11694	ENTREZGENE_ACC:91942	11694.1	ENSG00000164182	NDUFAF2	NADH dehydrogenase (ubiquinone) complex I, assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:28086]	ENTREZGENE
19581	1025	ENTREZGENE_ACC:91947	1025.1	ENSG00000140450	ARRDC4	arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087]	ENTREZGENE
19582	10160	ENTREZGENE_ACC:91948	10160.1	ENSG00000251209	LINC00923	long intergenic non-protein coding RNA 923 [Source:HGNC Symbol;Acc:HGNC:28088]	ENTREZGENE
19583	3999	ENTREZGENE_ACC:91949	3999.1	ENSG00000168434	COG7	component of oligomeric golgi complex 7 [Source:HGNC Symbol;Acc:HGNC:18622]	ENTREZGENE
19584	8735	ENTREZGENE_ACC:9196	8735.1	ENSG00000170049	KCNAB3	potassium channel, voltage gated subfamily A regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6230]	ENTREZGENE
19585	4475	ENTREZGENE_ACC:91966	4475.1	ENSG00000197620	CXORF40A	chromosome X open reading frame 40A [Source:HGNC Symbol;Acc:HGNC:28089]	ENTREZGENE
19586	16253	ENTREZGENE_ACC:9197	16253.1	ENSG00000169359	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:95]	ENTREZGENE
19587	20049	ENTREZGENE_ACC:91975	20049.1	ENSG00000145908	ZNF300	zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]	ENTREZGENE
19588	11450	ENTREZGENE_ACC:91977	11450.1	ENSG00000164591	MYOZ3	myozenin 3 [Source:HGNC Symbol;Acc:HGNC:18565]	ENTREZGENE
19589	2054	ENTREZGENE_ACC:91978	2054.1	ENSG00000141933	TPGS1	tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058]	ENTREZGENE
19590	231	ENTREZGENE_ACC:92	231.1	ENSG00000121989	ACVR2A	activin A receptor, type IIA [Source:HGNC Symbol;Acc:HGNC:173]	ENTREZGENE
19591	3329	ENTREZGENE_ACC:920	3329.1	ENSG00000010610	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	ENTREZGENE
19592	14329	ENTREZGENE_ACC:9200	14329.1	ENSG00000165996	HACD1	3-hydroxyacyl-CoA dehydratase 1 [Source:HGNC Symbol;Acc:HGNC:9639]	ENTREZGENE
19593	6079	ENTREZGENE_ACC:92002	6079.1	ENSG00000262919	FAM58A	family with sequence similarity 58, member A [Source:HGNC Symbol;Acc:HGNC:28434]	ENTREZGENE
19594	4675	ENTREZGENE_ACC:9201	4675.1	ENSG00000133083	DCLK1	doublecortin-like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2700]	ENTREZGENE
19595	10669	ENTREZGENE_ACC:92014	10669.1	ENSG00000122696	SLC25A51	solute carrier family 25, member 51 [Source:HGNC Symbol;Acc:HGNC:23323]	ENTREZGENE
19596	16946	ENTREZGENE_ACC:92017	16946.1	ENSG00000048471	SNX29	sorting nexin 29 [Source:HGNC Symbol;Acc:HGNC:30542]	ENTREZGENE
19597	19917	ENTREZGENE_ACC:9202	19917.1	ENSG00000146463	ZMYM4	zinc finger, MYM-type 4 [Source:HGNC Symbol;Acc:HGNC:13055]	ENTREZGENE
19598	19916	ENTREZGENE_ACC:9203	19916.1	ENSG00000147130	ZMYM3	zinc finger, MYM-type 3 [Source:HGNC Symbol;Acc:HGNC:13054]	ENTREZGENE
19599	19919	ENTREZGENE_ACC:9204	19919.1	ENSG00000163867	ZMYM6	zinc finger, MYM-type 6 [Source:HGNC Symbol;Acc:HGNC:13050]	ENTREZGENE
19600	19918	ENTREZGENE_ACC:9205	19918.1	ENSG00000132950	ZMYM5	zinc finger, MYM-type 5 [Source:HGNC Symbol;Acc:HGNC:13029]	ENTREZGENE
19601	2504	ENTREZGENE_ACC:92070	2504.1	N/A	N/A	N/A	N/A
19602	10314	ENTREZGENE_ACC:9208	10314.1	ENSG00000124831	LRRFIP1	leucine rich repeat (in FLII) interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]	ENTREZGENE
19603	6970	ENTREZGENE_ACC:92086	6970.1	ENSG00000100031	GGT1	gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250]	ENTREZGENE
19604	10315	ENTREZGENE_ACC:9209	10315.1	ENSG00000093167	LRRFIP2	leucine rich repeat (in FLII) interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]	ENTREZGENE
19605	19784	ENTREZGENE_ACC:92092	19784.1	ENSG00000146858	ZC3HAV1L	zinc finger CCCH-type, antiviral 1-like [Source:HGNC Symbol;Acc:HGNC:22423]	ENTREZGENE
19606	3336	ENTREZGENE_ACC:921	3336.1	ENSG00000110448	CD5	CD5 molecule [Source:HGNC Symbol;Acc:HGNC:1685]	ENTREZGENE
19607	1513	ENTREZGENE_ACC:9210	1513.1	ENSG00000130385	BMP15	bone morphogenetic protein 15 [Source:HGNC Symbol;Acc:HGNC:1068]	ENTREZGENE
19608	18831	ENTREZGENE_ACC:92104	18831.1	ENSG00000197557	TTC30A	tetratricopeptide repeat domain 30A [Source:HGNC Symbol;Acc:HGNC:25853]	ENTREZGENE
19609	8499	ENTREZGENE_ACC:92105	8499.1	ENSG00000149262	INTS4	integrator complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:25048]	ENTREZGENE
19610	12786	ENTREZGENE_ACC:92106	12786.1	ENSG00000154814	OXNAD1	oxidoreductase NAD-binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25128]	ENTREZGENE
19611	9508	ENTREZGENE_ACC:9211	9508.1	ENSG00000108231	LGI1	leucine-rich, glioma inactivated 1 [Source:HGNC Symbol;Acc:HGNC:6572]	ENTREZGENE
19612	1273	ENTREZGENE_ACC:9212	1273.1	ENSG00000178999	AURKB	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	ENTREZGENE
19613	5198	ENTREZGENE_ACC:92126	5198.1	ENSG00000171451	DSEL	dermatan sulfate epimerase-like [Source:HGNC Symbol;Acc:HGNC:18144]	ENTREZGENE
19614	14972	ENTREZGENE_ACC:92129	14972.1	ENSG00000147223	RIPPLY1	ripply transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:25117]	ENTREZGENE
19615	19656	ENTREZGENE_ACC:9213	19656.1	ENSG00000143324	XPR1	xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:HGNC:12827]	ENTREZGENE
19616	5822	ENTREZGENE_ACC:9214	5822.1	ENSG00000162894	FCMR	Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]	ENTREZGENE
19617	11263	ENTREZGENE_ACC:92140	11263.1	ENSG00000147649	MTDH	metadherin [Source:HGNC Symbol;Acc:HGNC:29608]	ENTREZGENE
19618	9381	ENTREZGENE_ACC:9215	9381.1	ENSG00000133424	LARGE	like-glycosyltransferase [Source:HGNC Symbol;Acc:HGNC:6511]	ENTREZGENE
19619	11308	ENTREZGENE_ACC:92154	11308.1	ENSG00000132613	MTSS1L	metastasis suppressor 1-like [Source:HGNC Symbol;Acc:HGNC:25094]	ENTREZGENE
19620	18318	ENTREZGENE_ACC:92162	18318.1	ENSG00000167874	TMEM88	transmembrane protein 88 [Source:HGNC Symbol;Acc:HGNC:32371]	ENTREZGENE
19621	19300	ENTREZGENE_ACC:9217	19300.1	ENSG00000124164	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]	ENTREZGENE
19622	11272	ENTREZGENE_ACC:92170	11272.1	ENSG00000148824	MTG1	mitochondrial ribosome-associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]	ENTREZGENE
19623	19299	ENTREZGENE_ACC:9218	19299.1	ENSG00000101558	VAPA	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa [Source:HGNC Symbol;Acc:HGNC:12648]	ENTREZGENE
19624	19077	ENTREZGENE_ACC:92181	19077.1	ENSG00000168246	UBTD2	ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24463]	ENTREZGENE
19625	11255	ENTREZGENE_ACC:9219	11255.1	ENSG00000149480	MTA2	metastasis associated 1 family, member 2 [Source:HGNC Symbol;Acc:HGNC:7411]	ENTREZGENE
19626	4617	ENTREZGENE_ACC:92196	4617.1	ENSG00000163331	DAPL1	death associated protein-like 1 [Source:HGNC Symbol;Acc:HGNC:21490]	ENTREZGENE
19627	3335	ENTREZGENE_ACC:922	3335.1	ENSG00000073754	CD5L	CD5 molecule-like [Source:HGNC Symbol;Acc:HGNC:1690]	ENTREZGENE
19628	17979	ENTREZGENE_ACC:9220	17979.1	ENSG00000221995	TIAF1	TGFB1-induced anti-apoptotic factor 1 [Source:HGNC Symbol;Acc:HGNC:11803]	ENTREZGENE
19629	11957	ENTREZGENE_ACC:9221	11957.1	ENSG00000166197	NOLC1	nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]	ENTREZGENE
19630	3429	ENTREZGENE_ACC:92211	3429.1	ENSG00000148600	CDHR1	cadherin-related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]	ENTREZGENE
